"","Plot.no.","species","dbh","age","status","decayClass"
"3610",118,"PIST",6.8,NA,2,5
"3611",118,"PIST",8.5,NA,4,5
"3612",118,"PIST",9,NA,4,6
"3613",118,"PSME",5.9,NA,2,4
"3614",118,"PSME",6.3,NA,2,4
"3615",118,"PSME",7,NA,2,1
"3616",118,"PSME",10,NA,2,1
"3617",118,"PSME",14.9,NA,2,4
"3618",118,"QUGA",7.5,NA,2,4
"3619",118,"QUGA",8,NA,4,4
"3620",118,"QUGA",9.2,NA,2,4
"3621",118,"QUGA",11.7,NA,2,4
"3622",118,"QUGA",12.1,NA,2,5
"3623",118,"QUGA",13.3,NA,3,4
"3624",118,"QUGA",14.5,NA,2,4
"3625",119,"PSME",5.3,NA,2,1
"3626",119,"PSME",5.5,NA,2,1
"3627",119,"PSME",7.4,NA,2,1
"3628",119,"PSME",28.9,NA,2,1
"3629",119,"PSME",29.6,NA,2,6
"3630",119,"PSME",34,NA,2,1
"3631",119,"QUGA",5.6,NA,3,4
"3632",119,"QUGA",6,NA,3,5
"3633",119,"QUGA",6,NA,2,4
"3634",119,"QUGA",6.9,NA,2,5
"3635",119,"QUGA",6.9,NA,2,3
"3636",119,"QUGA",7,NA,3,5
"3637",119,"QUGA",7,NA,2,4
"3638",119,"QUGA",7,NA,2,4
"3639",119,"QUGA",7.7,NA,3,5
"3640",119,"QUGA",8.1,NA,3,4
"3641",119,"QUGA",8.3,NA,2,4
"3642",119,"QUGA",8.5,NA,2,5
"3643",119,"QUGA",12.5,NA,3,4
"3644",119,"QUGA",18.8,NA,3,4
"3645",120,"PSME",22.3,NA,2,6
"3646",120,"QUGA",5.1,NA,2,5
"3647",121,"PIST",14,NA,3,4
"3648",121,"PIST",28,NA,4,6
"3649",121,"PIST",35,NA,4,6
"3650",121,"PIST",43,NA,2,5
"3651",122,"PSME",10.8,NA,2,2
"3652",122,"PSME",27.5,NA,4,5
"3653",123,"PSME",8,NA,4,6
"3654",123,"PSME",9,NA,2,6
"3655",123,"PSME",9.1,NA,2,6
"3656",123,"PSME",17,NA,4,6
"3657",123,"PSME",17,NA,4,6
"3658",123,"PSME",20,NA,4,6
"3659",123,"PSME",21,NA,4,6
"3660",123,"QUGA",5,NA,4,5
"3661",123,"QUGA",5,NA,3,4
"3662",123,"QUGA",5.8,NA,3,4
"3663",123,"QUGA",6.5,NA,2,5
"3664",123,"QUGA",9.2,NA,3,4
"3665",124,"PIST",5.6,NA,2,2
"3666",124,"PIST",12.7,NA,2,4
"3667",124,"PIST",14.9,NA,2,5
"3668",124,"PIST",20,NA,4,6
"3669",124,"PIST",35,NA,4,6
"3670",124,"PIST",39,NA,4,6
"3671",124,"PSME",39,NA,4,6
"3672",124,"QUGA",6,NA,3,4
"3673",125,"PIST",5,NA,2,2
"3674",125,"PIST",7,NA,4,6
"3675",125,"PIST",7,NA,2,5
"3676",125,"PIST",8,NA,2,6
"3677",125,"PIST",8.4,NA,2,4
"3678",125,"PIST",9,NA,4,6
"3679",125,"PIST",10,NA,4,6
"3680",125,"PIST",10,NA,4,6
"3681",125,"PIST",12.5,NA,2,5
"3682",125,"PIST",13,NA,4,6
"3683",125,"PIST",15,NA,4,6
"3684",125,"PIST",18.9,NA,3,5
"3685",125,"PIST",19,NA,4,6
"3686",125,"PIST",20.7,NA,2,3
"3687",125,"PIST",30,NA,3,6
"3688",125,"PIST",52,NA,2,5
"3689",125,"PSME",6.6,NA,4,5
"3690",126,"PIST",15,NA,2,6
"3691",127,"PIST",9,NA,2,5
"3692",127,"PIST",13.3,NA,2,3
"3693",127,"PIST",46,NA,3,6
"3694",127,"PSME",18.4,NA,3,6
"3695",130,"PIST",13,NA,4,6
"3696",130,"PSME",6.5,NA,2,1
"3697",130,"PSME",18.3,NA,2,1
"3698",130,"QUGA",8.4,NA,2,4
"3699",131,"PIST",17,NA,2,6
"3700",131,"PIST",24,NA,4,5
"3701",131,"PIST",40,NA,4,6
"3702",131,"PSME",5.8,NA,2,2
"3703",131,"PSME",9.5,NA,3,2
"3704",131,"QUGA",5.4,NA,2,4
"3705",131,"QUGA",5.9,NA,2,4
"3706",131,"QUGA",7.9,NA,2,3
"3707",132,"PIPO",6.8,NA,2,2
"3708",132,"PIPO",7,NA,4,3
"3709",132,"PIPO",9.1,NA,2,2
"3710",132,"PIPO",11.2,NA,2,1
"3711",132,"PIPO",16.2,NA,3,4
"3712",132,"PIPO",19.7,NA,4,3
"3713",132,"PSME",5.3,NA,2,1
"3714",132,"PSME",5.6,NA,3,4
"3715",132,"PSME",6.4,NA,2,1
"3716",132,"PSME",6.8,NA,2,1
"3717",132,"PSME",6.8,NA,2,1
"3718",132,"PSME",7.5,NA,2,1
"3719",132,"PSME",8.1,NA,2,1
"3720",132,"PSME",9,NA,2,1
"3721",132,"PSME",9.1,NA,2,1
"3722",132,"PSME",9.4,NA,2,1
"3723",132,"PSME",12.5,NA,2,1
"3724",132,"PSME",13.3,NA,2,1
"3725",132,"PSME",14.9,NA,2,1
"3726",132,"PSME",15.1,NA,2,1
"3727",132,"PSME",15.1,NA,2,1
"3728",132,"PSME",15.2,NA,2,1
"3729",132,"PSME",15.3,NA,2,1
"3730",132,"PSME",15.6,NA,2,1
"3731",132,"PSME",15.6,NA,2,1
"3732",132,"PSME",17.3,NA,2,1
"3733",132,"PSME",17.7,NA,2,1
"3734",132,"PSME",18.1,NA,2,1
"3735",132,"QUGA",5,NA,3,4
"3736",132,"QUGA",6.5,NA,2,3
"3737",132,"QUGA",7,NA,3,4
"3738",136,"PIST",13.6,NA,2,2
"3739",136,"PIST",20,NA,4,6
"3740",136,"PIST",30,NA,4,6
"3741",136,"PIST",40.3,NA,2,6
"3742",136,"PSME",28,NA,2,4
"3743",137,"PSME",100,NA,4,5
"3744",137,"QUGA",5,NA,2,6
"3745",137,"QUGA",5,NA,4,6
"3746",137,"QUGA",6,NA,3,5
"3747",137,"QUGA",6.9,NA,2,5
"3748",138,"PIST",6,NA,2,4
"3749",138,"PIST",7.3,NA,2,4
"3750",138,"PSME",6,NA,2,3
"3751",138,"PSME",57.7,NA,3,4
"3752",138,"QUGA",9,NA,3,4
"3753",138,"QUGA",15.3,NA,3,4
"3754",139,"PIST",10.6,NA,2,5
"3755",139,"PIST",15,NA,4,6
"3756",139,"PIST",24,NA,4,6
"3757",139,"PIST",35,NA,4,6
"3758",139,"QUGA",5.8,NA,2,4
"3759",140,"PIPO",26,NA,4,6
"3760",140,"PIST",7,NA,2,1
"3761",140,"PIST",17.3,NA,2,2
"3762",140,"PIST",20.8,NA,2,1
"3763",140,"PSME",12,NA,4,6
"3764",140,"QUGA",5.9,NA,2,6
"3765",140,"QUGA",6.6,NA,3,5
"3766",140,"QUGA",6.6,NA,2,4
"3767",140,"QUGA",6.8,NA,2,4
"3768",140,"QUGA",7.7,NA,2,4
"3769",140,"QUGA",8.3,NA,2,4
"3770",140,"QUGA",8.5,NA,2,4
"3771",140,"QUGA",8.8,NA,2,4
"3772",140,"QUGA",12,NA,4,5
"3773",141,"PIPO",8,NA,2,4
"3774",141,"PIPO",15.5,NA,4,3
"3775",141,"PIPO",30,NA,4,5
"3776",141,"PSME",9.2,NA,4,2
"3777",141,"QUGA",5.2,NA,3,4
"3778",141,"QUGA",6,NA,2,4
"3779",141,"QUGA",6,NA,3,3
"3780",141,"QUGA",6.2,NA,3,4
"3781",141,"QUGA",6.3,NA,3,3
"3782",141,"QUGA",6.5,NA,2,4
"3783",141,"QUGA",6.8,NA,3,1
"3784",141,"QUGA",6.9,NA,2,4
"3785",141,"QUGA",7.1,NA,2,3
"3786",141,"QUGA",7.1,NA,2,2
"3787",141,"QUGA",8.3,NA,2,2
"3788",141,"QUGA",9.1,NA,2,3
"3789",142,"PIED",15,NA,2,1
"3790",144,"PIED",5.2,NA,2,4
"3791",144,"PIED",15,NA,4,6
"3792",144,"PIED",17.1,NA,2,2
"3793",144,"PIED",18,NA,4,6
"3794",144,"PIED",24,NA,2,2
"3795",146,"PIST",6.1,NA,2,4
"3796",146,"PIST",6.2,NA,2,6
"3797",146,"PIST",8.2,NA,2,6
"3798",146,"PIST",8.6,NA,4,6
"3799",146,"PIST",9.4,NA,4,6
"3800",146,"PIST",14.2,NA,2,4
"3801",146,"PIST",16.2,NA,3,5
"3802",146,"PIST",16.6,NA,4,6
"3803",146,"PIST",21,NA,4,4
"3804",146,"PIST",24,NA,4,6
"3805",146,"PIST",27,NA,4,6
"3806",146,"PIST",28,NA,2,6
"3807",146,"PIST",30.2,NA,3,6
"3808",146,"PIST",47,NA,3,4
"3809",146,"PIST",60,NA,4,6
"3810",146,"PSME",15.2,NA,2,1
"3811",146,"PSME",21.1,NA,3,3
"3812",146,"PSME",22.1,NA,2,1
"3813",146,"PSME",23.4,NA,2,1
"3814",146,"PSME",29.2,NA,2,1
"3815",146,"QUGA",16,NA,4,4
"3816",146,"QUGA",18,NA,4,4
"3817",147,"QUGA",5,NA,3,4
"3818",147,"QUGA",5,NA,2,2
"3819",147,"QUGA",5.5,NA,2,4
"3820",147,"QUGA",5.7,NA,3,3
"3821",147,"QUGA",5.8,NA,2,2
"3822",147,"QUGA",5.9,NA,3,2
"3823",147,"QUGA",6,NA,2,3
"3824",147,"QUGA",6.2,NA,2,3
"3825",147,"QUGA",6.2,NA,2,2
"3826",147,"QUGA",6.4,NA,2,3
"3827",147,"QUGA",6.8,NA,2,3
"3828",147,"QUGA",7.5,NA,3,4
"3829",147,"QUGA",7.5,NA,3,3
"3830",147,"QUGA",7.9,NA,3,3
"3831",147,"QUGA",8,NA,2,4
"3832",147,"QUGA",8,NA,3,4
"3833",147,"QUGA",8.3,NA,3,3
"3834",147,"QUGA",8.4,NA,2,4
"3835",147,"QUGA",8.4,NA,2,3
"3836",147,"QUGA",8.9,NA,3,4
"3837",147,"QUGA",8.9,NA,3,3
"3838",147,"QUGA",9.1,NA,3,3
"3839",147,"QUGA",9.2,NA,3,4
"3840",147,"QUGA",9.4,NA,3,4
"3841",147,"QUGA",9.7,NA,2,4
"3842",147,"QUGA",10,NA,3,4
"3843",147,"QUGA",10.3,NA,2,2
"3844",147,"QUGA",10.5,NA,2,4
"3845",148,"PIPO",6.3,NA,2,3
"3846",149,"PIST",17,NA,4,6
"3847",149,"PSME",14,NA,4,6
"3848",149,"QUGA",5.5,NA,2,3
"3849",149,"QUGA",6,NA,2,1
"3850",149,"QUGA",6.3,NA,2,1
"3851",149,"QUGA",10,NA,4,2
"3852",150,"PIST",33.9,NA,2,5
"3853",150,"PSME",30.3,NA,2,1
"3854",150,"QUGA",5,NA,3,3
"3855",150,"QUGA",5.3,NA,2,4
"3856",150,"QUGA",8.1,NA,2,4
"3857",150,"QUGA",8.1,NA,2,4
"3858",150,"QUGA",10.4,NA,2,2
"3859",151,"PIST",6.8,NA,2,1
"3860",151,"QUGA",5,NA,2,3
"3861",151,"QUGA",5.5,NA,2,3
"3862",151,"QUGA",6.3,NA,2,2
"3863",151,"QUGA",6.6,NA,2,3
"3864",151,"QUGA",6.9,NA,3,4
"3865",151,"QUGA",6.9,NA,2,2
"3866",151,"QUGA",7,NA,2,3
"3867",151,"QUGA",7,NA,4,3
"3868",151,"QUGA",7,NA,4,3
"3869",151,"QUGA",7.4,NA,2,3
"3870",151,"QUGA",7.5,NA,3,4
"3871",151,"QUGA",7.7,NA,2,3
"3872",151,"QUGA",7.8,NA,2,2
"3873",151,"QUGA",8.5,NA,2,4
"3874",151,"QUGA",8.7,NA,2,3
"3875",151,"QUGA",8.7,NA,2,3
"3876",151,"QUGA",8.9,NA,2,4
"3877",151,"QUGA",9.5,NA,2,4
"3878",151,"QUGA",9.6,NA,2,4
"3879",151,"QUGA",9.7,NA,3,4
"3880",151,"QUGA",9.8,NA,3,3
"3881",151,"QUGA",9.9,NA,2,3
"3882",151,"QUGA",10,NA,4,5
"3883",151,"QUGA",10,NA,3,4
"3884",151,"QUGA",10.5,NA,2,4
"3885",151,"QUGA",10.9,NA,2,4
"3886",151,"QUGA",10.9,NA,2,3
"3887",151,"QUGA",11,NA,3,3
"3888",151,"QUGA",11.5,NA,2,3
"3889",151,"QUGA",12.1,NA,2,4
"3890",151,"QUGA",12.1,NA,2,2
"3891",152,"PSME",8.2,NA,2,6
"3892",152,"QUGA",5.5,NA,3,4
"3893",152,"QUGA",5.9,NA,2,2
"3894",152,"QUGA",7.5,NA,2,2
"3895",152,"QUGA",18.3,NA,2,4
"3896",152,"QUGA",41,NA,3,4
"3897",153,"PSME",15.2,NA,2,1
"3898",153,"PSME",22,NA,4,6
"3899",153,"PSME",23.2,NA,2,1
"3900",153,"QUGA",5.7,NA,2,4
"3901",153,"QUGA",7.5,NA,3,4
"3902",153,"QUGA",8.8,NA,2,3
"3903",153,"QUGA",8.9,NA,3,4
"3904",153,"QUGA",10,NA,2,5
"3905",153,"QUGA",10,NA,4,6
"3906",153,"QUGA",10,NA,4,6
"3907",153,"QUGA",27.5,NA,3,6
"3908",154,"PIST",21,NA,4,6
"3909",154,"PIST",40.6,NA,3,6
"3910",154,"PIST",60.6,NA,3,6
"3911",154,"PSME",18.4,NA,3,6
"3912",154,"QUGA",9.3,NA,3,5
"3913",154,"QUGA",9.5,NA,2,5
"3914",154,"QUGA",10.5,NA,2,5
"3915",154,"QUGA",12.2,NA,3,4
"3916",154,"QUGA",13,NA,3,4
"3917",154,"QUGA",13.5,NA,2,6
"3918",154,"QUGA",16.5,NA,2,4
"3919",154,"QUGA",17.3,NA,2,4
"3920",154,"QUGA",17.5,NA,2,3
"3921",154,"QUGA",23.1,NA,3,4
"3922",155,"PIED",7,NA,4,2
"3923",156,"PIPO",13.7,NA,2,4
"3924",156,"PIPO",15,NA,3,5
"3925",156,"QUGA",6,NA,3,3
"3926",156,"QUGA",6.4,NA,3,3
"3927",156,"QUGA",7.5,NA,3,4
"3928",156,"QUGA",8,NA,4,3
"3929",157,"PIED",15,NA,2,3
"3930",157,"PIED",16,NA,4,3
"3931",160,"PIED",18,NA,4,2
